donor_name_e,recipient_name_e,Total bilateral allocable aid,Aid focused on policy objective - volume,Aid focused on policy objective* - share,marker
Switzerland,Niger,40.715871240,34.195674240,84%,gender
Switzerland,Tunisia,37.493618915,33.746915819,90%,gender
Sweden,South Sudan,38.223761799,33.380391876,87.4%,gender
Netherlands,Mozambique,44.079268287,33.015832829,74.9%,gender
Australia,Viet Nam,71.746991746,32.455458409,45.2%,gender
Netherlands,Democratic Republic of the Congo,33.242639055,32.399130432,97.5%,gender
Australia,Vanuatu,78.107468575,32.131191031,41.1%,gender
Switzerland,Democratic Republic of the Congo,45.946403151,31.928586750,69.5%,gender
Belgium,Uganda,45.803992293,31.916434638,93.5%,gender
Spain,Colombia,68.430005459,31.841156705,46.5%,gender
Australia,Philippines,62.091883954,30.797425166,49.6%,gender
Italy,Ethiopia,41.569823629,29.988202085,87.1%,gender
Sweden,Rwanda,29.801193061,29.700442722,99.7%,gender
Sweden,Uganda,34.904003130,29.370868451,84.2%,gender
Denmark,Mali,47.924992995,29.251266668,61%,gender
Denmark,Ethiopia,71.099214568,29.098476126,42.6%,gender
Korea,Indonesia,205.216315663,28.882608465,15%,gender
Finland,Somalia,34.061375486,28.663908855,86%,gender
Norway,Democratic Republic of the Congo,46.094123794,28.422954084,61.7%,gender
Ireland,Mozambique,31.701183435,28.191187439,93%,gender
Australia,Afghanistan,51.393780304,26.012914234,50.6%,gender
Korea,Cambodia,215.489694738,25.852802175,13%,gender
Netherlands,Somalia,26.074510105,25.335655903,97.2%,gender
Sweden,Bolivia,34.018068946,24.830780510,73%,gender
New Zealand,Timor-Leste,25.939808145,24.045941940,92.7%,gender
Spain,Peru,32.289308457,23.779619024,73.6%,gender
Spain,West Bank and Gaza Strip,31.848269118,23.373987225,73.4%,gender
Ireland,Tanzania,29.014340818,23.110845980,91.3%,gender
Belgium,West Bank and Gaza Strip,68.372029094,23.108190369,80.3%,gender
Spain,El Salvador,27.738040928,22.954321705,82.8%,gender
New Zealand,Papua New Guinea,26.900699180,22.938222649,85.3%,gender
Italy,Mozambique,32.598964493,22.508207020,72.6%,gender
Spain,Guatemala,31.832018350,22.381831132,70.3%,gender
Belgium,Rwanda,29.125702765,21.445073932,85.8%,gender
Spain,Bolivia,31.820279442,20.438700471,64.2%,gender
Italy,Tunisia,38.696500856,20.023857203,68.2%,gender
Denmark,Somalia,37.356463242,19.608348466,52.5%,gender
Denmark,Tanzania,23.955437810,19.554016035,81.6%,gender
Ireland,Uganda,28.196006578,19.537148883,84.1%,gender
Korea,Rwanda,26.844711761,19.139482784,71.7%,gender
New Zealand,Fiji,26.689654635,19.031274610,71.3%,gender
Korea,El Salvador,27.548578730,18.926101034,69.2%,gender
Spain,Ecuador,30.452044232,18.918128779,62.1%,gender
Ireland,Malawi,23.696932316,18.841297005,81.8%,gender
Italy,Senegal,21.348556415,18.193670327,86.9%,gender
Belgium,Türkiye,21.043450904,18.002553540,85.5%,gender
New Zealand,Kiribati,32.179441356,17.917312383,55.7%,gender
New Zealand,Samoa,20.905759166,17.760763850,85%,gender
Italy,Bolivia,19.388722572,17.733944773,94.7%,gender
Finland,Nepal,18.224202248,17.304057190,95%,gender
Ireland,Sierra Leone,18.527889080,16.801393337,92.1%,gender
Italy,Lebanon,28.577902595,16.564056198,62.3%,gender
Belgium,Burkina Faso,35.197356156,16.391137218,55.7%,gender
New Zealand,Vanuatu,24.188926346,16.027966649,66.3%,gender
Belgium,Mali,18.755469607,16.019528157,87.1%,gender
Spain,Senegal,21.717833255,15.770241788,72.6%,gender
Spain,Morocco,31.831639770,15.280859185,48%,gender
Italy,Sudan,20.307327513,15.095503113,80.9%,gender
Austria,Uganda,21.106602680,14.646642206,69.4%,gender
Luxembourg,Burkina Faso,32.516912572,14.042652398,75.6%,gender
New Zealand,Solomon Islands,33.977799656,14.011975531,41.2%,gender
Denmark,Lebanon,34.068262938,13.792321775,40.5%,gender
Italy,West Bank and Gaza Strip,30.513183675,13.689692771,60.4%,gender
Italy,Pakistan,17.147553456,13.605922058,84%,gender
Finland,Afghanistan,19.747315706,13.440739419,68.1%,gender
Portugal,Timor-Leste,16.694838770,13.430268600,80.4%,gender
New Zealand,Myanmar,19.718337239,13.278436321,67.3%,gender
Finland,Tanzania,16.407012905,13.025061669,79.4%,gender
Finland,Ethiopia,22.712308041,12.318643010,54.2%,gender
Portugal,Mozambique,25.150844272,12.220246002,48.6%,gender
Belgium,Mozambique,22.361621830,11.937950494,56.2%,gender
Luxembourg,Niger,36.122772748,11.907380779,64.3%,gender
Belgium,Syrian Arab Republic,18.799731236,11.591293179,61.7%,gender
Austria,Burkina Faso,12.437019350,11.563749634,93.7%,gender
Luxembourg,Senegal,20.272033325,11.347385926,80.1%,gender
Finland,West Bank and Gaza Strip,11.506401216,10.869322167,94.5%,gender
Austria,Ethiopia,14.213033705,10.777981122,75.8%,gender
Austria,Mozambique,19.800555874,10.110323354,51.1%,gender
Ireland,Zimbabwe,11.252826687,9.956060761,89.3%,gender
Spain,Honduras,15.948485794,9.823571674,61.6%,gender
Ireland,South Sudan,11.661875798,9.650852598,83.9%,gender
Iceland,Malawi,8.459254335,8.459254335,100%,gender
Ireland,Democratic Republic of the Congo,8.767698932,8.186035495,93.4%,gender
Iceland,Uganda,8.003875080,7.994455858,99.9%,gender
Ireland,Somalia,8.857926927,7.968858501,91.4%,gender
Denmark,Myanmar,20.889987076,7.923003308,37.9%,gender
Denmark,Uganda,35.730133595,7.887701257,22.1%,gender
New Zealand,Indonesia,14.066692758,7.375237724,52.4%,gender
Luxembourg,Cabo Verde,18.483761711,7.362429852,70%,gender
Finland,Syrian Arab Republic,18.945346482,7.351247326,46.1%,gender
Austria,West Bank and Gaza Strip,7.373082157,6.796540655,92.2%,gender
Austria,Moldova,7.157894385,6.141799309,85.8%,gender
Luxembourg,Mali,23.296808343,5.997252496,53.7%,gender
Portugal,Cabo Verde,13.497359388,5.957474826,44.1%,gender
New Zealand,Tonga,13.002601378,5.706669553,43.9%,gender
Portugal,Brazil,7.591007811,5.493270849,72.4%,gender
Portugal,Sao Tome and Principe,14.349611976,5.244854710,36.6%,gender
Austria,Kosovo,5.909524776,4.993823884,84.5%,gender
Austria,Syrian Arab Republic,15.666040620,4.655356317,29.7%,gender
Luxembourg,Lao People's Democratic Republic,21.741248217,4.027245506,39.4%,gender
Finland,Lebanon,5.598564100,3.966840196,79.6%,gender
Austria,Lebanon,6.218879049,3.887673387,62.5%,gender
Finland,Ukraine,9.430862094,3.874172904,43.3%,gender
Austria,Armenia,4.368896400,3.783333212,86.6%,gender
Finland,Myanmar,12.650309173,3.780514571,38.2%,gender
Luxembourg,Bangladesh,5.039747242,3.186657012,76.3%,gender
Czechia,Iraq,4.722857802,3.159078034,66.9%,gender
Czechia,Ethiopia,6.309327846,2.871171995,45.5%,gender
Portugal,Guinea-Bissau,8.950836644,2.816770048,31.5%,gender
Czechia,Afghanistan,2.639417903,2.447898766,92.7%,gender
Iceland,Sierra Leone,2.455502738,2.436450107,99.2%,gender
Czechia,Syrian Arab Republic,3.558125504,2.275730414,65.8%,gender
Czechia,Jordan,2.430202075,2.066653548,85%,gender
Czechia,Georgia,4.899314034,2.000141382,40.8%,gender
Czechia,Zambia,4.004995772,1.987818959,49.6%,gender
Czechia,Mali,2.266982724,1.807640897,79.7%,gender
Luxembourg,Nepal,2.979988688,1.796824816,70.6%,gender
Portugal,Angola,11.457571952,1.760164381,15.4%,gender
Slovak Republic,Türkiye,1.735340826,1.721839812,99.2%,gender
Luxembourg,Democratic Republic of the Congo,3.966494754,1.559008585,58.9%,gender
Luxembourg,Myanmar,5.794722992,1.431343330,50.9%,gender
Iceland,Syrian Arab Republic,1.388713061,1.388713061,100%,gender
Czechia,Bosnia and Herzegovina,6.514652615,1.237651929,19%,gender
Czechia,Cambodia,2.536441860,1.169319187,46.1%,gender
Iceland,Afghanistan,1.554634265,1.145092316,73.7%,gender
Poland,Lebanon,3.471109026,1.124918107,32.4%,gender
Iceland,Yemen,1.011815059,1.011815059,100%,gender
Iceland,West Bank and Gaza Strip,0.999340250,0.999340250,100%,gender
Portugal,China (People's Republic of),1.478984219,0.993086086,67.1%,gender
Lithuania,Türkiye,0.971469861,0.906397331,96.5%,gender
Iceland,Mozambique,0.851325953,0.851325953,100%,gender
Lithuania,Belarus,3.237546973,0.743523412,49.7%,gender
Estonia,Ukraine,5.133032990,0.666495046,13%,gender
Iceland,Ethiopia,0.803802367,0.583741683,72.6%,gender
Poland,Kenya,3.412010489,0.571062091,16.7%,gender
Poland,Tanzania,7.813635887,0.562959940,7.2%,gender
Poland,Georgia,3.661907804,0.536985612,14.7%,gender
Slovak Republic,Lebanon,0.818043460,0.421932419,51.6%,gender
Slovak Republic,Moldova,1.197018007,0.415595235,34.7%,gender
Iceland,Lebanon,0.429656017,0.390047776,90.8%,gender
Slovak Republic,Kenya,1.845683898,0.389155695,21.1%,gender
Poland,Iraq,1.239175439,0.378152384,30.5%,gender
Poland,West Bank and Gaza Strip,1.378243625,0.355541731,25.8%,gender
Slovak Republic,Iraq,0.503118239,0.344070980,68.4%,gender
Slovak Republic,Ethiopia,0.358221908,0.316498302,88.4%,gender
Slovenia,Kosovo,0.755040458,0.303874237,49.8%,gender
Slovenia,Uganda,0.854965482,0.296428366,34.7%,gender
Slovenia,Albania,0.290544049,0.289332888,99.6%,gender
Lithuania,Ukraine,3.373781477,0.279312546,15.2%,gender
Slovak Republic,South Sudan,0.402037432,0.269747775,67.1%,gender
Slovenia,Lebanon,0.626516568,0.269146873,54.7%,gender
Poland,Ukraine,42.467120016,0.265105097,0.6%,gender
Slovak Republic,Syrian Arab Republic,0.388022368,0.264061112,68.1%,gender
Greece,Libya,0.968605937,0.252161278,26%,gender
Poland,Senegal,0.437925958,0.248208064,56.7%,gender
Estonia,Kenya,1.054143332,0.235874819,22.4%,gender
Poland,Yemen,0.554841990,0.226166892,40.8%,gender
Poland,Jordan,0.961918077,0.219680123,22.8%,gender
Slovak Republic,Ukraine,1.625055006,0.200649122,12.3%,gender
Estonia,Georgia,1.361346044,0.192988488,14.2%,gender
Slovak Republic,Georgia,1.328172824,0.180392934,13.6%,gender
Estonia,Afghanistan,1.270612276,0.157266595,12.4%,gender
Slovenia,West Bank and Gaza Strip,0.259134975,0.123653586,47.7%,gender
Slovenia,Montenegro,0.474946271,0.113041687,34.9%,gender
Portugal,Colombia,0.814668112,0.097103633,11.9%,gender
Estonia,Türkiye,0.093167414,0.093167414,100%,gender
Estonia,Jordan,0.201241615,0.093167414,46.3%,gender
Estonia,Lebanon,0.238508581,0.093167414,39.1%,gender
Slovenia,Bosnia and Herzegovina,1.458942343,0.089871070,8.9%,gender
Slovenia,Serbia,0.933288563,0.087472734,14.6%,gender
Slovenia,Afghanistan,0.288324571,0.085186805,30.2%,gender
Estonia,Kyrgyzstan,0.145098752,0.079339712,54.7%,gender
Estonia,Uganda,0.886489176,0.077195395,8.7%,gender
Portugal,Côte d'Ivoire,0.257887956,0.076917957,29.8%,gender
Latvia,Belarus,0.300727816,0.074965669,24.9%,gender
Latvia,Ukraine,0.869051079,0.068989131,8%,gender
Latvia,Syrian Arab Republic,0.078486057,0.068104666,100%,gender
Slovenia,Jordan,0.065528311,0.065528311,100%,gender
Latvia,Uzbekistan,0.273535124,0.055721772,20.4%,gender
Latvia,Moldova,0.304045526,0.055495424,29.2%,gender
Lithuania,Côte d'Ivoire,0.051145224,0.051145224,100%,gender
Lithuania,Mongolia,0.045800976,0.044596837,100%,gender
Estonia,Moldova,0.589212195,0.044315875,7.5%,gender
Latvia,Georgia,0.832073130,0.041830493,8.1%,gender
Lithuania,Syrian Arab Republic,0.081150166,0.037555033,84.7%,gender
Lithuania,Afghanistan,0.184454734,0.037555033,91.7%,gender
Latvia,Tajikistan,0.039989890,0.033179423,83%,gender
Lithuania,Nigeria,0.170546152,0.021820976,30.2%,gender
Greece,Sudan,0.019175499,0.019175499,100%,gender
Greece,Venezuela,0.031783563,0.019175499,60.3%,gender
Greece,Yemen,0.038087595,0.019175499,50.3%,gender
Greece,Afghanistan,0.019175499,0.019175499,100%,gender
Lithuania,Sudan,0.019131675,0.018777516,100%,gender
Lithuania,West Bank and Gaza Strip,0.075715526,0.018044934,26.2%,gender
Latvia,Kyrgyzstan,0.043542154,0.015189130,34.9%,gender
Latvia,Kazakhstan,0.037428295,0.003594459,9.6%,gender
Greece,Egypt,1.505903290,0.003215731,0.2%,gender
Greece,Türkiye,0.009313019,0.001657402,17.8%,gender
Greece,Ukraine,0.380879723,0.001657402,0.4%,gender
Greece,Mexico,0.001657402,0.001657402,100%,gender
Greece,Colombia,0.001458616,0.001458616,100%,gender
Latvia,Azerbaijan,0.067614888,0.001384186,2%,gender
All DAC members,Bangladesh,4 144.525429164,399.1248829204,10.9%,rmnch
All DAC members,Afghanistan,3 781.617437908,376.6998600748,10.1%,rmnch
All DAC members,Democratic Republic of the Congo,2 098.880579101,362.5088469187,18.2%,rmnch
All DAC members,Tanzania,1 681.197165913,348.7212259659,25%,rmnch
All DAC members,Ethiopia,3 101.671404709,343.434183537,11.4%,rmnch
All DAC members,Iraq,1 970.035787287,268.2371039814,14.4%,rmnch
All DAC members,Kenya,2 144.696774097,246.7530000442,13.8%,rmnch
All DAC members,Nigeria,2 035.394061628,229.9025552517,13.7%,rmnch
Germany,Iraq,609.501676757,223.5316234935,36.7%,rmnch
All DAC members,Jordan,2 682.310494778,210.8607101002,8.9%,rmnch
All DAC members,Mali,1 273.365296481,206.6643974061,19.1%,rmnch
United States,Jordan,1 242.195144114,170.9666619077,13.8%,rmnch
Japan,Bangladesh,2 315.517223178,145.3670830066,6.3%,rmnch
United States,Kenya,856.247507905,135.077952952,15.8%,rmnch
Germany,Afghanistan,617.311537559,130.9071585897,21.2%,rmnch
United States,Nigeria,1 183.494328812,125.1206529512,10.6%,rmnch
EU Institutions,Morocco,524.496193317,113.7327018715,46.3%,rmnch
United States,Ethiopia,1 482.185107015,112.6228074905,7.6%,rmnch
United States,Democratic Republic of the Congo,1 046.318708871,109.9732091634,10.5%,rmnch
EU Institutions,West Bank and Gaza Strip,199.497775851,100.8737511274,53.2%,rmnch
Germany,Yemen,385.523596063,97.4778790555,25.3%,rmnch
United States,Zambia,478.204255770,95.3669883741,19.9%,rmnch
United States,Tanzania,641.101910203,89.9619656278,14%,rmnch
Germany,Lebanon,415.523144915,89.7351229713,21.6%,rmnch
Germany,Georgia,312.796487533,88.0291399455,28.2%,rmnch
United States,Mozambique,668.195803079,86.709555857,13%,rmnch
Australia,Papua New Guinea,526.964825111,86.5248088294,16.7%,rmnch
Canada,Afghanistan,135.153671469,82.3227750325,61%,rmnch
United States,Uganda,758.962497837,80.1623698427,10.6%,rmnch
Germany,Türkiye,269.954837010,79.0758524956,29.3%,rmnch
United Kingdom,Ethiopia,222.365964599,76.9519111541,34.8%,rmnch
EU Institutions,Tanzania,197.432328664,75.0540218023,38%,rmnch
United States,India,263.112834073,72.8116079325,27.7%,rmnch
Germany,Sudan,190.224914179,70.0824680372,36.9%,rmnch
Germany,Democratic Republic of the Congo,226.556419089,62.491761238,27.6%,rmnch
EU Institutions,Bangladesh,104.633149656,62.1176271324,59.4%,rmnch
EU Institutions,Georgia,228.788559148,55.6216785531,70%,rmnch
Belgium,Democratic Republic of the Congo,146.334460715,55.2730541262,48.2%,rmnch
Germany,Niger,178.066612313,55.1708962854,31%,rmnch
Norway,Malawi,97.899391589,52.6087121771,53.7%,rmnch
Canada,South Sudan,97.054783641,50.2109599,51.8%,rmnch
EU Institutions,Democratic Republic of the Congo,198.884761028,49.8246056464,25.1%,rmnch
Sweden,Somalia,85.133006021,48.5612456373,57%,rmnch
Germany,Somalia,219.399247178,48.4991544928,22.1%,rmnch
Canada,Bangladesh,88.727524415,47.8876732887,54.6%,rmnch
EU Institutions,Ukraine,848.573775382,45.7718910915,16.2%,rmnch
EU Institutions,Lebanon,152.532452685,43.304876119,28.4%,rmnch
Denmark,Kenya,155.470420298,43.1748581188,27.8%,rmnch
Canada,Mali,132.346719239,41.3113596547,31.4%,rmnch
EU Institutions,Libya,98.917033378,40.5069615765,41%,rmnch
Korea,Tanzania,124.613115458,39.3775984752,32.7%,rmnch
EU Institutions,Syrian Arab Republic,456.953102108,39.2432041391,8.6%,rmnch
Canada,Tanzania,65.010950685,35.1335186692,54.8%,rmnch
Netherlands,Mali,74.771554832,33.9007827823,45.3%,rmnch
Canada,Mozambique,92.303424799,33.5793776075,36.5%,rmnch
Japan,Kenya,213.230842978,32.9359343639,15.9%,rmnch
Canada,Burkina Faso,59.605682763,31.9756260102,54.8%,rmnch
Netherlands,Yemen,58.654585081,31.3446367103,53.4%,rmnch
Sweden,Zambia,47.329394696,30.7707211673,65%,rmnch
Korea,Cambodia,215.489694738,27.8525633187,14%,rmnch
Canada,Democratic Republic of the Congo,76.653331303,26.1611827307,34.2%,rmnch
United Kingdom,Nigeria,109.443821414,25.7381683468,25.9%,rmnch
Sweden,Tanzania,79.723423498,25.370981181,31.8%,rmnch
Canada,Ghana,57.121173772,24.9455003731,44.4%,rmnch
Korea,Dominican Republic,51.368930243,22.6845966081,44.5%,rmnch
Belgium,Burundi,44.728890515,21.0665471949,56%,rmnch
Netherlands,Ethiopia,102.114896491,20.8967267664,20.5%,rmnch
Japan,Afghanistan,136.957418641,20.5496301614,15.4%,rmnch
Italy,Afghanistan,65.430995393,19.6989320579,38.3%,rmnch
Finland,Somalia,34.061375486,19.3331937313,58%,rmnch
Switzerland,Tanzania,43.081647693,18.9534286591,44.8%,rmnch
Sweden,Mali,45.257812867,18.3561450284,40.6%,rmnch
Italy,Ethiopia,41.569823629,18.0341574316,52.4%,rmnch
Belgium,Türkiye,21.043450904,18.0025535396,85.5%,rmnch
Norway,West Bank and Gaza Strip,85.998704127,17.5028384143,20.4%,rmnch
Ireland,Tanzania,29.014340818,17.2905676918,68.4%,rmnch
Canada,Senegal,70.109848502,17.0395844495,25%,rmnch
Japan,Syrian Arab Republic,65.471444736,16.3391911574,28.2%,rmnch
Ireland,Ethiopia,48.985585843,16.1887559444,33.6%,rmnch
Ireland,Mozambique,31.701183435,16.1310343573,54.3%,rmnch
Netherlands,Niger,46.650947229,16.0816787906,34.5%,rmnch
