donor_name_e,variable,2023,2024,marker
New Zealand,Total of aid focused on policy objective,5.47186218783014,2.70456762215772,nutrition
New Zealand,Not targeted,488.384245954257,172.242776558754,nutrition
New Zealand,Not screened,1.77148506153916,322.116529965893,nutrition
New Zealand,Total bilateral allocable aid,495.627593203627,497.063874146804,nutrition
New Zealand,as % of screened aid,1.10798714395081,1.54593236886234,nutrition
New Zealand,Total bilateral non-allocable aid,161.615206115771,137.235346123609,nutrition
Poland,Principal objective,1.92304206457061,2.10986361238791,nutrition
Poland,Significant objective,17.307358193722,2.02320447592495,nutrition
Poland,Total of aid focused on policy objective,19.2304002582926,4.13306808831286,nutrition
Poland,Not targeted,200.959828640231,160.085897018799,nutrition
Poland,Not screened,54.5106600800571,3.49848801017893,nutrition
Poland,Total bilateral allocable aid,274.700888978581,167.717453117291,nutrition
Poland,as % of screened aid,8.73353933754936,2.51680315097411,nutrition
Poland,Total bilateral non-allocable aid,1606.35396404253,579.802287308166,nutrition
Slovak Republic,Principal objective,1.11483925053676,0.258510708,nutrition
Slovak Republic,Significant objective,2.24256413530722,1.182887736,nutrition
Slovak Republic,Total of aid focused on policy objective,3.35740338584398,1.441398444,nutrition
Slovak Republic,Not targeted,31.4299039780819,15.776334173,nutrition
Slovak Republic,Not screened,0.016773798986082,9.239185893,nutrition
Slovak Republic,Total bilateral allocable aid,34.804081162912,26.45691851,nutrition
Slovak Republic,as % of screened aid,9.65123098123304,8.37159268332945,nutrition
Slovak Republic,Total bilateral non-allocable aid,4.79294873292416,12.853496749,nutrition
Spain,Principal objective,122.447969751869,10.4898130326628,nutrition
Spain,Significant objective,85.2188507152564,0.648929266709929,nutrition
Spain,Total of aid focused on policy objective,207.666820467126,11.1387422993727,nutrition
Spain,Not targeted,922.733406363308,998.004362766403,nutrition
Spain,Not screened,12.2518955288309,198.285369954575,nutrition
Spain,Total bilateral allocable aid,1142.65212235926,1207.42847502035,nutrition
Spain,as % of screened aid,18.3710880038842,1.10378223301111,nutrition
Spain,Total bilateral non-allocable aid,525.184390106563,671.25746789509,nutrition
Switzerland,Principal objective,107.837219664662,65.5657932992618,nutrition
Switzerland,Significant objective,396.868480190334,258.46527830778,nutrition
Switzerland,Total of aid focused on policy objective,504.705699854996,324.031071607041,nutrition
Switzerland,Not targeted,2029.58511613327,1700.88092960818,nutrition
Switzerland,Not screened,,,nutrition
Switzerland,Total bilateral allocable aid,2534.29081598826,2024.91200121522,nutrition
Switzerland,as % of screened aid,19.9150664426877,16.0022297962864,nutrition
Switzerland,Total bilateral non-allocable aid,1750.80889576362,1387.00172282794,nutrition
United States,Principal objective,301.613822641411,447.229906,nutrition
United States,Significant objective,6285.12933290199,8004.231457,nutrition
United States,Total of aid focused on policy objective,6586.7431555434,8451.461363,nutrition
United States,Not targeted,38157.6230848339,37770.232346,nutrition
United States,Not screened,0,0,nutrition
United States,Total bilateral allocable aid,44744.3662403773,46221.693709,nutrition
United States,as % of screened aid,14.7208323840321,18.2846206722935,nutrition
United States,Total bilateral non-allocable aid,13965.6050665069,12717.917306,nutrition
Finland,Principal objective,3.26803861082072,5.40774388924941,nutrition
Finland,Significant objective,5.9717446889015,3.90236751027471,nutrition
Finland,Total of aid focused on policy objective,9.23978329972222,9.31011139952412,nutrition
Finland,Not targeted,421.082581021366,387.238869781527,nutrition
Finland,Not screened,135.266436241485,14.9094485705062,nutrition
Finland,Total bilateral allocable aid,565.588800562573,411.458429751558,nutrition
Finland,as % of screened aid,2.14717710856131,2.34778346215784,nutrition
Finland,Total bilateral non-allocable aid,315.605610733284,338.635994711346,nutrition
Hungary,Principal objective,,,nutrition
Hungary,Significant objective,,,nutrition
Hungary,Total of aid focused on policy objective,0,0,nutrition
Hungary,Not targeted,188.928858606764,8,nutrition
Hungary,Not screened,10.608998788456,134.97924628926,nutrition
Hungary,Total bilateral allocable aid,199.53785739522,142.97924628926,nutrition
Hungary,as % of screened aid,0,0,nutrition
Hungary,Total bilateral non-allocable aid,2.05399213652398,0.50492937521,nutrition
United Kingdom,Principal objective,19.5922184434511,150.89698068647,nutrition
United Kingdom,Significant objective,655.848935501365,1764.86244018653,nutrition
United Kingdom,Total of aid focused on policy objective,675.441153944816,1915.759420873,nutrition
United Kingdom,Not targeted,3247.09962136103,5196.74785104306,nutrition
United Kingdom,Not screened,1947.69005788907,1417.88868119646,nutrition
United Kingdom,Total bilateral allocable aid,5870.23083319492,8530.39595311253,nutrition
United Kingdom,as % of screened aid,17.2194807558668,26.9350785543297,nutrition
United Kingdom,Total bilateral non-allocable aid,4141.33532053752,4363.2182738969,nutrition
Greece,Principal objective,0,,nutrition
Greece,Significant objective,0.00141308503338468,,nutrition
Greece,Total of aid focused on policy objective,0.00141308503338468,0,nutrition
Greece,Not targeted,4.17666432307187,11.5969193995241,nutrition
Greece,Not screened,,,nutrition
Greece,Total bilateral allocable aid,4.17807740810525,11.5969193995241,nutrition
Greece,as % of screened aid,0.0338214182112417,0,nutrition
Greece,Total bilateral non-allocable aid,53.1514806773858,54.4446014492754,nutrition
Australia,Principal objective,68.4021185818927,52.6725782000528,disability
Australia,Significant objective,891.301955133795,1089.51966695441,disability
Australia,Total of aid focused on policy objective,959.704073715688,1142.19224515446,disability
Australia,Not targeted,1527.27623238666,1199.11180117754,disability
Australia,Not screened,,,disability
Australia,Total bilateral allocable aid,2486.98030610234,2341.304046332,disability
Australia,as % of screened aid,38.5891304149392,48.7844475792828,disability
Australia,Total bilateral non-allocable aid,287.833151111826,661.839305760095,disability
Canada,Principal objective,1.88170284983769,1.20437956204599,disability
Canada,Significant objective,224.091577996889,8.1706751824927,disability
Canada,Total of aid focused on policy objective,225.973280846727,9.37505474453869,disability
Canada,Not targeted,4415.25523892126,3031.830961606,disability
Canada,Not screened,99.2805219821344,262.350220572986,disability
Canada,Total bilateral allocable aid,4740.50904175012,3303.55623692353,disability
Canada,as % of screened aid,4.86882470630908,0.308267664016685,disability
Canada,Total bilateral non-allocable aid,2022.10395962474,2129.46806473288,disability
Czechia,Principal objective,2.30771268046654,3.06803190092111,disability
Czechia,Significant objective,3.05126991448087,8.08367437074486,disability
Czechia,Total of aid focused on policy objective,5.35898259494741,11.151706271666,disability
Czechia,Not targeted,68.7845402246423,59.3348427131286,disability
Czechia,Not screened,,0.0629147485778511,disability
Czechia,Total bilateral allocable aid,74.1435228195897,70.5494637333724,disability
Czechia,as % of screened aid,7.22784997414703,15.8210416487714,disability
Czechia,Total bilateral non-allocable aid,418.308942558819,163.293948815558,disability
EU Institutions,Principal objective,15.5861576213656,464.35116807268,disability
EU Institutions,Significant objective,5945.35250512241,6996.30334198572,disability
EU Institutions,Total of aid focused on policy objective,5960.93866274378,7460.6545100584,disability
EU Institutions,Not targeted,15339.8773715005,15165.1419532771,disability
EU Institutions,Not screened,,,disability
EU Institutions,Total bilateral allocable aid,21300.8160342443,22625.7964633355,disability
EU Institutions,as % of screened aid,27.9845553952518,32.9741077718444,disability
EU Institutions,Total bilateral non-allocable aid,22307.0150630274,20301.1546201601,disability
Finland,Principal objective,13.3762182023647,14.0670776552023,disability
Finland,Significant objective,17.329588475491,61.1285496430889,disability
Finland,Total of aid focused on policy objective,30.7058066778557,75.1956272982912,disability
Finland,Not targeted,399.616557643233,321.35335388276,disability
Finland,Not screened,135.266436241485,14.9094485705062,disability
Finland,Total bilateral allocable aid,565.588800562573,411.458429751558,disability
Finland,as % of screened aid,7.13553587350721,18.9625067436396,disability
Finland,Total bilateral non-allocable aid,315.605610733284,338.635994711346,disability
Iceland,Principal objective,0.165839899755058,0.0698697182,disability
Iceland,Significant objective,35.8936346648177,31.4072572929,disability
Iceland,Total of aid focused on policy objective,36.0594745645728,31.4771270111,disability
Iceland,Not targeted,36.2042670141334,36.9260964875,disability
Iceland,Not screened,,0.4962460928,disability
Iceland,Total bilateral allocable aid,72.2637415787062,68.8994695914,disability
Iceland,as % of screened aid,49.8998166671159,46.0170228845198,disability
Iceland,Total bilateral non-allocable aid,19.8141804031848,20.107077318,disability
Ireland,Principal objective,6.36900666925728,6.38714033480289,disability
Ireland,Significant objective,233.27740342941,203.893279693627,disability
Ireland,Total of aid focused on policy objective,239.646410098667,210.280420028429,disability
Ireland,Not targeted,332.818025425875,416.636348941936,disability
Ireland,Not screened,68.2598622725377,22.2065371079386,disability
Ireland,Total bilateral allocable aid,640.724297797079,649.123306078304,disability
Ireland,as % of screened aid,41.8622354905038,33.5419995821438,disability
Ireland,Total bilateral non-allocable aid,1602.56954940478,1132.1576951287,disability
Italy,Principal objective,18.1319144941815,24.2125316033961,disability
Italy,Significant objective,143.32011453045,166.263527866104,disability
Italy,Total of aid focused on policy objective,161.452029024632,190.4760594695,disability
Italy,Not targeted,594.596779269097,1513.18658626019,disability
Italy,Not screened,378.006552017293,312.723781267575,disability
Italy,Total bilateral allocable aid,1134.05536031102,2016.38642699726,disability
Italy,as % of screened aid,21.3547098088814,11.1803859729471,disability
Italy,Total bilateral non-allocable aid,1580.83597130466,1996.7029703926,disability
Japan,Principal objective,14.2866437229396,13.417059106694,disability
Japan,Significant objective,11033.0700528827,4878.31848885537,disability
Japan,Total of aid focused on policy objective,11047.3566966057,4891.73554796206,disability
Japan,Not targeted,13709.9909665176,8604.94916277555,disability
Japan,Not screened,855.294220907562,762.483174802578,disability
Japan,Total bilateral allocable aid,25612.6418840309,14259.1678855402,disability
Japan,as % of screened aid,44.6225373045959,36.2439788200011,disability
Japan,Total bilateral non-allocable aid,1323.50308154759,691.381700888208,disability
Korea,Principal objective,,169.169736,disability
Korea,Significant objective,426.015340252692,560.597171,disability
Korea,Total of aid focused on policy objective,426.015340252692,729.766907,disability
Korea,Not targeted,3371.03014686663,5144.404748,disability
Korea,Not screened,882.62698804657,3.089743,disability
Korea,Total bilateral allocable aid,4679.67247516589,5877.261398,disability
Korea,as % of screened aid,11.2196533251408,12.4233159985857,disability
Korea,Total bilateral non-allocable aid,129.933866651792,132.988955,disability
Lithuania,Principal objective,0.095037197286367,0.114644170459,disability
Lithuania,Significant objective,4.11700655013621,28.725281351881,disability
Lithuania,Total of aid focused on policy objective,4.21204374742258,28.83992552234,disability
Lithuania,Not targeted,37.2459847897183,33.095820483209,disability
Lithuania,Not screened,37.6021209668687,16.642983220003,disability
Lithuania,Total bilateral allocable aid,79.0601495040095,78.578729225552,disability
Lithuania,as % of screened aid,10.1597782047189,46.564266005218,disability
Lithuania,Total bilateral non-allocable aid,39.4882061854276,16.794169736812,disability
New Zealand,Principal objective,3.10256528780041,24.2262657232704,disability
New Zealand,Significant objective,116.129544042165,108.30498085843,disability
New Zealand,Total of aid focused on policy objective,119.232109329965,132.531246581701,disability
New Zealand,Not targeted,376.395483873661,364.532627565103,disability
New Zealand,Not screened,0,0,disability
New Zealand,Total bilateral allocable aid,495.627593203627,497.063874146804,disability
New Zealand,as % of screened aid,24.0567940455606,26.6628201072119,disability
New Zealand,Total bilateral non-allocable aid,161.615206115771,137.235346123609,disability
Norway,Principal objective,51.8750714926087,10.5591682558583,disability
Norway,Significant objective,331.34179145933,513.762352158665,disability
Norway,Total of aid focused on policy objective,383.216862951939,524.321520414523,disability
Norway,Not targeted,4062.83601147168,1955.67809408635,disability
